Name,Name_ID,Category,Items,Img_path,wiki_brief,wiki_long,fill_check,border_check
"Faircloth, Michael",FairclothMichael,Political and Military History,7,,,,pmh,pmh
"Fanning, Michael",FanningMichael,Cultural and Community Life,7,images/477.jpg,Australian surfer,"Michael Eugene Fanning AO is a former Australian professional surfer. Fanning won the 2007, 2009 and 2013 ASP World Tour. In 2015, he survived a shark attack with what is suspected to be a great white shark during the J-Bay Open finals in Jeffreys Bay, South Africa.",img,ccl
"Fletcher, Frank Morley",FletcherFrankMorley,Work and Industry,7,,British painter,"Frank Morley Fletcher, often referred to as F. Morley Fletcher, was a British painter and printmaker known primarily for his role in introducing Japanese colored woodcut printing as an important genre in Western art.
",wi,wi
"Fox, Kate Elizabeth Clough",FoxKateElizabethClough,Cultural and Community Life,7,,,,ccl,ccl
"Franzetti, Agapito",FranzettiAgapito,Work and Industry,7,,,,wi,wi
"Friedman, Glen E.",FriedmanGlenE,Work and Industry,7,images/479.jpg,American photographer,"Glen E. Friedman is an American photographer and artist.
Friedman became known for his activities within rebellious skateboarding and music cultures. ",img,wi
"Gambey, Henri Prudence",GambeyHenriPrudence,Medicine and Science,7,,,,ms,ms
"Garland, Judy",GarlandJudy,Cultural and Community Life,7,images/481.jpg,American actress,"Judy Garland was an American actress, singer, vaudevillian and dancer. With a career spanning 45 years, she attained international stardom as an actress in both musical and dramatic roles, as a recording artist, and on the concert stage. ",img,ccl
"Gavarni, Paul",GavarniPaul,Work and Industry,7,images/482.jpg,French illustrator,"Paul Gavarni was the nom de plume of Sulpice Guillaume Chevalier, a French illustrator, born in Paris.",img,wi
"Gibson, Althea",GibsonAlthea,Cultural and Community Life,7,,,,ccl,ccl
"Gilmore, Brenda J.",GilmoreBrendaJ,Cultural and Community Life,7,images/483.jpg,American actress,"Brenda Song is an American actress. She began her career in show business as a child fashion model, and her early acting work included roles in the television series Fudge and 100 Deeds for Eddie McDowd. ",img,ccl
"Givot, Richard G.",GivotRichardG,Political and Military History,7,,,,pmh,pmh
"Glaser, Milton",GlaserMilton,Political and Military History,7,images/484.jpg,American graphic designer,"Milton Glaser was an American graphic designer. His designs include the I Love New York logo, the psychedelic Bob Dylan poster, and the logos for DC Comics, Stony Brook University, and Brooklyn Brewery. ",img,pmh
"Grant, George B.",GrantGeorgeB,Medicine and Science,7,,Mechanical engineer,"George Barnard Grant was an American mechanical engineer, inventor, entrepreneur and botanist. He is notable for having made important contributions to 19th century mechanical calculators, for pioneering new techniques in gear making, and for starting several successful companies. ",ms,ms
"Grunow, William",GrunowWilliam,Medicine and Science,7,,,,ms,ms
"Haas, John G.",HaasJohnG,Political and Military History,7,,,,pmh,pmh
"Hagelin, John",HagelinJohn,Political and Military History,7,images/486.jpg,President of the Maharishi University of Management,"John Samuel Hagelin is the leader of the Transcendental Meditation movement in the United States. He is president of the Maharishi University of Management in Fairfield, Iowa, and honorary chair of its board of trustees. ",img,pmh
"Hahnemann, Samuel",HahnemannSamuel,Medicine and Science,7,images/487.jpg,Physician,"Christian Friedrich Samuel Hahnemann was a German physician, best known for creating the pseudoscientific system of alternative medicine called homeopathy.",img,ms
"Harriman, W. Averell",HarrimanWAverell,Political and Military History,7,images/488.jpg,Former Governor of New York,"William Averell Harriman, better known as Averell Harriman, was an American Democratic politician, businessman, and diplomat. The son of railroad baron E. H. Harriman, he served as Secretary of Commerce under President Harry S. Truman, and later as the 48th Governor of New York. ",img,pmh
"Hatch, Orrin",HatchOrrin,Political and Military History,7,images/489.jpg,Former United States Senator,"Orrin Grant Hatch is an American attorney, retired politician, and composer who served as a United States Senator from Utah for 42 years. He is the longest-serving Republican U.S. Senator in history and the longest-serving U.S. Senator from Utah.
Hatch chaired the Senate Committee on Health, Education, Labor, and Pensions from 1981 to 1987. He also served as chair of the Senate Judiciary Committee from 1995 to 2001 and 2003 to 2005. ",img,pmh
"Hoffman, Dustin",HoffmanDustin,Cultural and Community Life,7,images/490.jpg,American actor,Dustin Lee Hoffman is an American actor and filmmaker. He is known for his versatile portrayals of antiheroes and emotionally vulnerable characters. ,img,ccl
"Hollerith, Herman",HollerithHerman,Medicine and Science,7,images/491.jpg,Businessman,"Herman Hollerith was an American businessman, inventor, and statistician who developed an electromechanical tabulating machine for punched cards to assist in summarizing information and, later, in accounting. ",img,ms
"Hufnagel, Charles A.",HufnagelCharlesA,Medicine and Science,7,,Surgeon,"Charles A. Hufnagel, M.D. was an American surgeon who invented the first artificial heart valve in the early 1950s.
Dr. Hufnagel was born in Louisville, Kentucky and was reared in Richmond, Indiana. His father was also a surgeon. ",ms,ms
"Imbert, Anthony",ImbertAnthony,Cultural and Community Life,7,,Lithographer,,ccl,ccl
"Inger, Christian",IngerChristian,Cultural and Community Life,7,,,,ccl,ccl
"Johnson, Lonnie",JohnsonLonnie,Cultural and Community Life,7,images/495.jpg,American inventor,"Lonnie George Johnson is an American inventor, aerospace engineer, and entrepreneur, whose work history includes a U.S. Air Force term of service and a twelve-year stint at NASA, including the Jet Propulsion Laboratory. ",img,ccl
"Karnick, Erwin",KarnickErwin,Work and Industry,7,,,,wi,wi
"Keep, Florence Sheffield Boardman",KeepFlorenceSheffieldBoardman,Cultural and Community Life,7,,,,ccl,ccl
"Kopp, Lyda S. Stewart",KoppLydaSStewart,Cultural and Community Life,7,,,,ccl,ccl
"Kramer, Evelyn Hecht",KramerEvelynHecht,Cultural and Community Life,7,,,,ccl,ccl
"Krider, Peter L.",KriderPeterL,Work and Industry,7,,Silversmith,"Peter Lewis Krider, also known as P.L. Krider, was a noted American silversmith, active in Philadelphia.
Krider was born in Philadelphia and worked on a farm from ages 10 to 14. ",wi,wi
"Lauren, Ralph",LaurenRalph,Cultural and Community Life,7,,,,ccl,ccl
"Lokuta, Donald",LokutaDonald,Work and Industry,7,,,,wi,wi
"MacDonnell, S.J., Father Joseph",MacDonnellSJFatherJoseph,Medicine and Science,7,,,,ms,ms
"Mangione, Chuck",MangioneChuck,Cultural and Community Life,7,,,,ccl,ccl
"Martin, Horace G.",MartinHoraceG,Work and Industry,7,,,,wi,wi
"McDonough, James William",McDonoughJamesWilliam,Work and Industry,7,,,,wi,wi
"Morse, Samuel Finley Breese",MorseSamuelFinleyBreese,Work and Industry,7,images/500.jpg,American inventor,"Samuel Finley Breese Morse was an American inventor and painter. After having established his reputation as a portrait painter, in his middle age Morse contributed to the invention of a single-wire telegraph system based on European telegraphs. ",img,wi
"Nadal, Bernard H.",NadalBernardH,Cultural and Community Life,7,,,,ccl,ccl
"Natzler, Otto",NatzlerOtto,Cultural and Community Life,7,,,"Otto Natzler was an Austrianâ€“born ceramicist. With his wife Gertrud Natzler, he produced what were considered some of the most admired ceramic pieces of the 20th century.",ccl,ccl
"Noland, Ray",NolandRay,Political and Military History,7,,American Politician,"Mark R. Noland is an American politician. He serves as a Republican member of the Montana House of Representatives, where he represents District 10, including Bigfork, Montana.",pmh,pmh
"Page, Patti",PagePatti,Cultural and Community Life,7,images/503.jpg,American singer,"Clara Ann Fowler, known by her stage name Patti Page, was an American singer of pop and country music and occasional actress. She was the top-charting female vocalist and best-selling female artist of the 1950s, selling over 100 million records during a six-decade long career. ",img,ccl
"Perot, Ross",PerotRoss,Political and Military History,7,images/504.jpg,Election campaign,"In 1992, Ross Perot ran unsuccessfully as an independent candidate for President of the United States. Perot was a Texas industrialist who had never served as a public official, but he had experience as the head of several successful corporations and had been involved in public affairs for the previous three decades. ",img,pmh
"Poiret, Paul",PoiretPaul,Cultural and Community Life,7,,,,ccl,ccl
"Popenfus, Christina A.",PopenfusChristinaA,Cultural and Community Life,7,,,,ccl,ccl
"Purdy, Amy",PurdyAmy,Cultural and Community Life,7,images/506.jpg,American actress,"Amelia Michelle ""Amy"" Purdy is an American actress, model, para-snowboarder, motivational speaker, clothing designer and author. Purdy is a 2014 Paralympic bronze medalist, 2018 Paralympics silver medalist, and co-founder of Adaptive Action Sports.",img,ccl
"Rauner, F. A.",RaunerFA,Cultural and Community Life,7,images/507.jpg,Former Governor of Illinois,"Bruce Vincent Rauner is an American businessman, philanthropist and politician who served as the 42nd governor of Illinois from 2015 to 2019. ",img,ccl
"Raus, Edmund",RausEdmund,Political and Military History,7,,,,pmh,pmh
"Rejlander, Oscar Gustav",RejlanderOscarGustav,Work and Industry,7,images/508.jpg,Photographer,Oscar Gustave Rejlander was a pioneering Victorian art photographer and an expert in photomontage. His collaboration with Charles Darwin on The Expression of the Emotions in Man and Animals has assured him a position in the history of behavioural science and psychiatry.,img,wi
"Ridgway, John",RidgwayJohn,Cultural and Community Life,7,,,John Manfield Ridgway MBE is a British yachtsman and rower.,ccl,ccl
"Rizo, Marco",RizoMarco,Cultural and Community Life,7,,Pianist,"Marco Rizo Ayala was a Cuban-born pianist, composer, and arranger. He mastered the 19th century works of composers Manuel Saumell and Ignacio Cervantes. ",ccl,ccl
"Rogers, Kevin",RogersKevin,Cultural and Community Life,7,,TV actor,,ccl,ccl
"Roosevelt, Eleanor",RooseveltEleanor,Political and Military History,7,images/512.jpg,Former First Lady of the United States,"Anna Eleanor Roosevelt was an American political figure, diplomat and activist. She served as the First Lady of the United States from March 4, 1933, to April 12, 1945, during her husband President Franklin D. ",img,pmh
"Russell, Andrew J.",RussellAndrewJ,Political and Military History,7,,,,pmh,pmh
"Ruth, Babe",RuthBabe,Cultural and Community Life,7,images/513.jpg,American professional baseball player,"George Herman ""Babe"" Ruth Jr. was an American professional baseball player whose career in Major League Baseball spanned 22 seasons, from 1914 through 1935. ",img,ccl
"Sartain, John",SartainJohn,Work and Industry,7,,,,wi,wi
"Scherer, Allan D.",SchererAllanD,Cultural and Community Life,7,,,,ccl,ccl
"Schlafly, Phyllis",SchlaflyPhyllis,Political and Military History,7,images/515.jpg,Author,"Phyllis Stewart Schlafly was a movement conservative and author. She held conservative social and political views, opposed feminism and abortion, and successfully campaigned against ratification of the Equal Rights Amendment to the U.S. Constitution. ",img,pmh
"Schneider, Laura",SchneiderLaura,Cultural and Community Life,7,,,,ccl,ccl
"Schussele, Christian",SchusseleChristian,Work and Industry,7,images/516.jpg,Artist,"Christian Schussele was an American artist and teacher, and is credited with designing the American Medal of Honor. He studied under Adolphe Yvon and Paul Delaroche 1842â€“1848 and then came to the United States. ",img,wi
"Shaw, Anthony",ShawAnthony,Cultural and Community Life,7,,,,ccl,ccl
"Smith, Jack",SmithJack,Cultural and Community Life,7,,,,ccl,ccl
"Sousa, John Philip",SousaJohnPhilip,Cultural and Community Life,7,images/518.jpg,American composer,"John Philip Sousa was an American composer and conductor of the late Romantic era known primarily for American military marches. He is known as ""The March King"" or the ""American March King"", to distinguish him from his British counterpart Kenneth J. Alford. ",img,ccl
"Stabler, Edward",StablerEdward,Work and Industry,7,,Professor,"Edward Stabler was a Professor of Linguistics at the University of California, Los Angeles. His primary areas of research are Natural Language Processing, Parsing and formal language theory, and Philosophy of Logic and Language. ",wi,wi
